"Gene"
"Vstm2l"
"C1qtnf4"
"Tiam1"
"Synpr"
"Prox1"
"Plvap"
"Sobp"
"Crh"
"Csmd3"
"Penk"
"Tacc2"
"Prox1os"
"Vip"
"Asic1"
"Pthlh"
"Asic4"
"Bean1"
"Ankrd55"
"Tac2"
"Npy2r"
"Slc5a7"
"Zfp57"
"Sostdc1"
"Grpr"
"Gm42303"
"Scx"
"Cited1"
"Crlf1"
"Adra1b"
"Slc18a3"
"Gm7276"
"Chat"
"Gm2990"
"Gm5087"
"Uchl4"
"Dach2"
"Rspo4"
"Myl1"
"Fbln2"
"Gpd1"
"Uchl3"
"Gm16537"
"Plcz1"
"Gm26801"
"Gm10605"
"Igsf3"
"1810010H24Rik"
"Gsx2"
"L3mbtl3"
"Rnf138rt1"
"Cftr"
"2510009E07Rik"
"C630031E19Rik"
"Gm28172"
"Uts2r"
"Gm42538"
"Hnf1b"
"Gm19619"
"9930105H17Rik"
"Rimklb"
"Nrxn2"
"Sall1"
"Tpbgl"
"9430053O09Rik"
