"Gene"
"Tubb4a"
"Tmeff2"
"Pllp"
"Mog"
"Mag"
"Gjc3"
"Ugt8a"
"Cldn11"
"Sox10"
"Fa2h"
"Mbp"
"Gm45767"
"Gal3st1"
"Tspan2"
"Gpr17"
"Plp1"
"Nkx6-2"
"Agpat4"
"Mobp"
"Bcas1"
"Grb14"
"Bfsp2"
"Opalin"
"Cnp"
"Chn2"
"1700047M11Rik"
"Gm56557"
"Kndc1"
"Prkcq"
"9130019P16Rik"
"Slc12a2"
"Phldb1"
"Plxnb3"
"Myrf"
"Gjc2"
"Tmem125"
"Ywhaq"
"Gm38039"
"Map6d1"
"Taldo1"
"Pigz"
"Enpp6"
"Ermn"
"Gm54109"
"Erbb3"
"Snx30"
"Lgi3"
"Ninj2"
"Cpm"
"Ado"
"Gm57408"
"Nfasc"
"Neu4"
"Zfp488"
"Gm42413"
"Trim59"
"Slc44a1"
"Gstp1"
"Rnf122"
"Hhip"
"S1pr5"
"Adamts4"
"Dock10"
"Gstp-ps"
"A830052D11Rik"
"Tnni1"
"Ppp1r16b"
"St18"
"Sirt2"
"Slain1"
"Sgk2"
"Smco3"
"Map7"
"Cerox1"
"Qdpr"
"Car14"
"Septin4"
"Insc"
"Tprn"
"BC049715"
"Plpp2"
"Nipal4"
"Gpr62"
"Lrrn1"
"9630013A20Rik"
"Gjb1"
"Bcas1os1"
"Gltp"
"Arpc1a"
"4930452G13Rik"
"Gm33727"
"Rnf7"
"Galnt6"
"Arsg"
"Glod4"
"Rtkn"
"Cldn14"
"Serinc5"
"Tmem88b"
"Aplp1"
"C030029H02Rik"
"Wnt3"
"Sema3d"
"Golga7"
"Fbxo7"
"Pcolce2"
"Ccp110"
"Sec14l5"
"Hapln2"
"Olig1"
"Pcbp4"
"Anln"
"Aspa"
"Cryab"
"Trim13"
"Josd2"
"Gatm"
"Syt11"
"Gm49759"
"Aatk"
"Tmem258"
"A230009B12Rik"
"1500015L24Rik"
"Chst5"
"Gm32633"
"Matn4"
"Btbd16"
"1700063D05Rik"
"Urm1"
"Gm28320"
"Tmcc2"
"Gm21984"
"Strn"
"Gm19500"
"Arhgap23"
"Gm57389"
"Arhgef10"
"Galnt5"
"Gng8"
"Fam89a"
"D7Ertd443e"
"5830418P13Rik"
"Vcan"
"C1ql1"
"Pacs2"
"Slc38a2"
"Prr18"
"Tm7sf3"
"Gm19705"
"Ankub1"
"Mboat1"
"Olig2"
"Chst3"
"Jam3"
"Marchf8"
"Gm48272"
"Inava"
"Gab1"
"Prima1"
"Desi1"
"Frmd8"
"Bcar1"
"Gm45412"
"Plekha1"
"Gm15966"
"Dbndd2"
"Gamt"
"Tfeb"
"Fcnaos"
"Papss1"
"Gm26747"
"Gpr37"
"Ccdc24"
"Gm19221"
"H2aj"
"Txndc16"
"Ankrd28"
"Sema4d"
"Gm16168"
"Ly6g6f"
"Itgb7"
"Depdc1b"
"Gm48508"
"Itgb4"
"Gm6829"
"Atp10b"
"Degs1"
"Frmd8os"
"Creb5"
"Selenof"
"Gm48796"
"Gm42909"
"Bpgm"
"Nkx2-2"
"D16Ertd472e"
"Lcorl"
"Pnlip"
"Smim1"
"Ddr1"
"Dbil5"
"Klk6"
"Gm10863"
"Fryl"
"Plcl1"
"Gm33594"
"Adamtsl4"
"A230056P14Rik"
"I730030J21Rik"
"Pigyl"
"Epn2"
"Elovl1"
"5033426O07Rik"
"Gm5067"
"Tex52"
"Pak4"
"Cd81"
"Plekhb1"
"Gm10297"
"Ss18l2"
"Snx1"
"Foxj1"
"Brca1"
"Secisbp2l"
"Nipa1"
"Carhsp1"
"Adi1"
"Tmcc3"
"1110015O18Rik"
"Rnf13"
"Fnta"
"Gm37297"
"P3h4"
"Fyn"
"Gm49308"
"Gkap1"
"Gm55635"
"Zfp469"
"Scd2"
"Pde6d"
"Sec11c"
"Slc4a2"
"Micall1"
"Rffl"
"Cacna2d4"
"Ttyh2"
"5430431A17Rik"
"Abl1"
"Shisa4"
"Zfp579"
"Dct"
"Ezh2"
"Abhd17b"
"Foxn3"
"Plekhh1"
"Otud7b"
"Adgrv1"
"Gm2822"
"Ppp2r3a"
"Padi2"
"Efcab14"
"Gm19439"
"Ptpdc1"
"Stxbp3-ps"
"Gm50169"
"Cdc37l1"
"Chmp1b"
"Kat2b"
"Aph1a"
"6330562C20Rik"
"Eeig1"
"Map4k4"
"Serpinb1a"
"Cmtm5"
"Ppfibp2"
"Ralgds"
"Spart"
"Pmel"
"Abhd5"
"Traf4"
"Dnajc24"
"Cyth1"
"Tulp4"
"Nkx2-2os"
"Abtb2"
"Wscd1"
"Ctnnal1"
"Slc22a23"
"Gm20457"
"Snx33"
"Wipi1"
"Rnf144a"
"Chadl"
"Plaat3"
"Add1"
"Qki"
"Tmbim1"
"Tspan15"
"Sox8"
"Emid1"
"Slc35a2"
"Thbs3"
"Gm38235"
"Tnfaip6"
"Wbp1"
"Col9a3"
"Atosa"
