"Gene"
"Prr5"
"Mro"
"C030018K13Rik"
"Pde8b"
"Trpm7"
"Pld2"
"Htra1"
"Hdhd5"
"Cyp4f13"
"Cyp2j9"
"Cideb"
"Gm56959"
"Acot11"
"Ap3m1"
"Nat8f5"
"Fgd6"
"Arhgef19"
"Kcnj16"
"Nim1k"
"Glud1"
"Ldlr"
"Ptch1"
"Gas1"
"C130023A14Rik"
"4930488L21Rik"
"Nphp3"
"Gm43622"
"Tspan7"
"Cpeb4"
"Cbr3"
"Ttpa"
"Slc1a4"
"Slc14a1"
"Nat8f3"
"Klf15"
"Elovl2"
"Mboat2"
"Gna13"
"Hsd11b1"
"Gsap"
"9330159F19Rik"
"Klhdc7a"
"1700003M07Rik"
"Gstm1"
"Ntrk2"
"Smpd2"
"Gm40578"
"Fnbp1"
"Gm26703"
"B930095G15Rik"
"Znrf3"
"Kcnn3"
"Fxyd3"
"Vegfa"
"Decr1"
"Gk"
"Rida"
"Folh1"
"Entpd2"
"Nsmf"
"Zfyve21"
"Mir99ahg"
"Gm266"
"Gm44895"
"Tpmt"
"Alpl"
"1700071M16Rik"
"Nop9"
"Trps1"
"Rnf20"
"Car8"
"Hopx"
"Rasa2"
"Gm973"
"Id2"
"Nat8"
"Hacd3"
"2810403D21Rik"
"Eps8l3"
"Slc13a5"
"Appl2"
"Srebf1"
"Mfn1"
"C030037D09Rik"
"Akr1b10"
"Ptar1"
"C030005K06Rik"
"Nat8f7"
"Gm43765"
"Id4"
"Naprt"
"Wasf3"
"Slc35e4"
"Kmt2c"
"Gm16984"
"Gdpd2"
"Vav3"
"A330048O09Rik"
"Sall3"
"Phkb"
"Ddb2"
"D130040H23Rik"
"Gm5089"
"Elovl5"
"Upp1"
"Gpld1"
"Caskin1"
"Amer2"
"Myo6"
"Aldh6a1"
"Ccdc190"
"Aox1"
"Dhrs11"
"Fam228a"
"Prkd1"
"Garem2"
"Cfap100"
"Sox21"
"Pygb"
"Tfcp2l1"
"Nat8f4"
"Ezr"
"Tbcel"
"Plekho2"
"Pou2f1"
"Fam181a"
"Nherf1"
"Papss2"
"Acy1"
"Zfp783"
"Gm49708"
"Pdk4"
"Acss2"
"Gm44103"
"Hif3a"
"Gm43823"
"Gm44897"
"Gm56816"
"Aqp9"
"Cdh2"
"Alpk1"
"Akt2"
"Fzd9"
"Gm16499-1"
"Mir100hg"
"Gm37885"
"Tle2"
"Pnn"
"Spag9"
"Otx1"
"Agl"
"Dzip1l"
"Gm14866"
"Gm13322"
"Nr1d1"
"Ddo"
"Retsat"
"Gm56529"
"Tet2"
"Trpm3"
"Gm26815"
"Gm20383"
"Gm26512"
"Gm37606"
"Hacl1"
"Gadd45g"
"Kyat3"
"Rny1"
"Kmt5c"
"Msi1"
"Lama3"
"Gli2"
"Ttc23"
"Lgr4"
"9830144P21Rik"
"Ctxnd1"
"AA387883"
"Htr6"
"Gask1a"
"Arglu1"
"Nat1"
"Hmgn3"
"Hspb8"
"Cachd1"
"Rab34"
"Gm10561"
"Zfp438"
"Pafah2"
"Lsamp"
"Slc8b1"
"Gm57354"
"Prxl2a"
"Rbmx"
"Ccdc18"
"Polr3h"
"Dmp1"
"Greb1"
"Mical1"
"Slc26a6"
"Pxmp2"
"Ivd"
"Med12"
"Ogt"
"Tmem229a"
"Fjx1"
"Gm37310"
"0610005C13Rik"
"Gm10308"
"Gm13110"
"Aass"
"Glns-ps1"
"Gm35552"
"Gm42455"
"Fgfbp3"
"Luzp2"
"Ccdc88a"
"Taf4b"
"Atad2b"
"Chst2"
"Gm7967"
"Gm12224"
"Akt2-ps"
"Atp13a5"
"Macf1"
"Acadvl"
"Gm47641"
"Mir9-2hg"
"Tmem129"
"Abhd14b"
"Gm36944"
"Gm39468"
"Rpe65"
"Zfp1007"
"Ahcyl1"
"Gm9752"
"Spata17"
"Tnfaip2"
"Rgma"
"Paxbp1"
"Echdc2"
"Arl5c"
"Prdm16os"
"Gm26843"
"Son"
"1700080G18Rik"
"Gm28959"
"Lrp3"
"D030047H15Rik"
"Zfp521"
"Paqr6"
"Gm4949"
"Pfas"
"Nphs1"
"Gm37805"
"Gm56946"
"Fam151a"
"Gm57386"
"Hnrnpa2b1"
"4931440P22Rik"
"Spag1"
"Hdac8"
"Cecr2"
"Gm20743"
"Proca1"
"Gm56596"
"Gem"
"Tank"
"Gm26671"
"Cacng8"
"Gm39283"
"Ucp3"
"Gm29054"
"Thrsp"
"9330121J05Rik"
"D630003M21Rik"
"Gm11266"
"Nek8"
"2610005L07Rik"
"Sycp2"
"Gm4491"
"4931406C07Rik"
"Ankrd66"
"Lppos"
"Or10ad1"
"Per3"
"ENSMUSG00000121658"
"Gm18807"
"Zeb1"
"Mageh1"
"Gm37079"
"Gm36962"
"Gm42836"
"Pm20d1"
"Gm49291"
"Sox21os1"
"Pnisr"
"A2m"
"Ntmt2"
"Gm42600"
"3110082J24Rik"
"C630044B11Rik"
"Idua"
"A330074H02Rik"
"G630022F23Rik"
"Gfap"
"Ttll3"
"Snrnp70"
"Plcd1"
"Slc25a34"
"Gm56802"
"Spata3"
"Arhgef26"
"Gm36220"
"4932438H23Rik"
"Gm49709"
"Sypl2"
"Gm47467"
"Tprkb"
"Lrrc58"
"Gm45184"
"Gm43963"
"Gm13325"
"Sdsl"
"E130114P18Rik"
"Zfp142"
"Nphs1os"
"Gm57099"
"Gm42790"
"Gm16499"
"Malat1"
"Tulp3"
"Tiparp"
"Kctd14"
"Gm37376"
"Glis3"
"Gm19554"
"Poglut2"
"Celsr1"
"Map3k19"
"Gm29508"
"Dnai1"
"4931406G06Rik"
"Tekt4"
"Gm11578"
"Gm37320"
"Tmem47"
"Gm5083"
"D030046N08Rik"
"Slco1b2"
"Lhx2"
"Gm27151"
"Leng8"
"Mks1"
"Endou"
"Gm50012"
"Gm55043"
"Gm15893"
"Gm37200"
"Sh3pxd2b"
"Gm45786"
"Gm33302"
