"Gene"
"Omg"
"Ttyh1"
"Kcnk1"
"Dtna"
"Gabrb1"
"Ncan"
"Ntsr2"
"Cadm1"
"Gpr37l1"
"Cspg5"
"Cldn10"
"Bcan"
"Spire1"
"Slc1a3"
"Gja1"
"Plpp3"
"Mt1"
"Scg3"
"Mt2"
"Ugp2"
"F3"
"Phkg1"
"S1pr1"
"Gjb6"
"Fgfr3"
"Nkain4"
"Acsl3"
"Slc1a2"
"Ptprz1"
"Gm6145"
"Gm45774"
"Arhgap5"
"Smpdl3a"
"Kcnn2"
"Aqp4"
"Slc39a12"
"Lcat"
"Sox2"
"Acsbg1"
"Hacd2"
"Cyp4f15"
"Idi1"
"Nwd1"
"Prodh"
"Mmd2"
"Glul"
"Ttyh3"
"Clu"
"Slc6a11"
"Mlc1"
"Abhd3"
"Dio2"
"Grina"
"Nat8f1"
"Msmo1"
"Dbx2"
"Pla2g7"
"Cbs"
"Slc25a18"
"Hepacam"
"Pantr1"
"Acsl6"
"Paqr7"
"Fam107a"
"Oaf"
"Pitpnc1"
"Tril"
"Atp13a4"
"Hes5"
"Rmst"
"Trim9"
"Grm3"
"Lxn"
"Daam2"
"Itih3"
"Btbd17"
"Adgrg1"
"Dhcr7"
"Aldoc"
"Frmd4a"
"Agpat5"
"Grin2c"
"Rorb"
"Dclk1"
"Fads2"
"Mgll"
"Etnppl"
"Sfxn5"
"Gldc"
"Gpam"
"Ppp1r3g"
"AW047730"
"Paqr8"
"Slitrk2"
"4933431E20Rik"
"Gm45875"
"Eva1a"
"Myorg"
"Chrdl1"
"Prex2"
"Adk"
"Lix1"
"Gm7908"
"Plcd4"
"Sox9"
"Lfng"
"Pou3f3"
"Rfx4"
"Slc4a4"
"Sdc4"
"Gstm5"
"Adhfe1"
"Prdx6"
"Slc7a10"
"Timp4"
"Gnao1"
"Il18"
"Aldh1l1"
"Aifm3"
"Ednrb"
"Tlcd1"
"Pou3f2"
"9430041J12Rik"
"Cdh19"
"Fam181b"
"Bmpr1b"
"Gpc5"
"Pbxip1"
"Tst"
"Gpt"
"Gm15601"
"St3gal4"
"Ckb"
"Fam228b"
"Farp1"
"Mvd"
"Ephx2"
"Gpr19"
"Fam20a"
"Tlr3"
"Mcur1"
"Gli3"
"Gm12892"
"Nrarp"
"AI849053"
"Mt3"
"2900052N01Rik"
"Clmn"
"Soat1"
"Ppil6"
"Crot"
"Pax6"
"Ppp1r3c"
"Scara3"
"Acss1"
"Gm38287"
"Gale"
"Gm9934"
"Kifc3"
"Gm14493"
"Pdlim4"
"Apln"
"Rapgef3"
"Fbrsl1"
"Ndrg2"
"Sema4b"
"Mfap3l"
"Rftn2"
"Igdcc4"
"Mid1ip1"
"Gm57100"
"Lgi4"
"Irak2"
"Sumf2"
"Slc15a2"
"Gm20421"
"Mertk"
"Etv4"
"Abcb9"
"Ndp"
"Smim3"
"Gm15417"
"Naaa"
"Rsrp1"
"Cntfr"
"Ddhd1"
"Gm44257"
"Tom1l1"
"Ift27"
"Itgav"
"Pdzph1"
"Slc27a1"
"Ghr"
"Cth"
"Serhl"
"Oplah"
"Gabrg1"
"Gm43322"
"Gm3764"
"Ttc14"
"Gm57288"
"Fgfrl1"
"Atp1b2"
"Gm13872"
"Chi3l1"
"Mpv17l2"
"Utp14b"
"Hopxos"
"Kirrel2"
"Phka1"
"Celrr"
"Cyp4f14"
"Pantr2"
"Nadk2"
"Washc2"
