"Gene"
"Ckmt1"
"Gng13"
"Nefm"
"Nefh"
"Galnt13"
"Gm19410"
"Pou3f1"
"Ntng1"
"Lonrf1"
"Npr3"
"Gm37459"
"Kcng2"
"Gm19445"
"Mc4r"
"Gm11730"
"Cacna1h"
"Lgr5"
"Teddm1b"
"Sorl1"
"Lratd2"
"Uqcr11"
"Adgra1"
"L3mbtl4"
"Ctnna2"
"Amdhd1"
"Gm27004"
"Gm44593"
"Dppa1"
"Tpsg1"
"Slco2a1"
"Gm41331"
"Fbxo47"
"Gm18406"
"Gm12198"
"Cldn23"
"C230014O12Rik"
"9930014A18Rik"
"Galnt16"
