"Gene"
"Elmod1"
"Gng2"
"App"
"Nrxn3"
"Gm48283"
"Dlx6os1"
"Yjefn3"
"Celf6"
"Stk32c"
"Htr3a"
"Gm49227"
"Npas1"
"Bend4"
"Cadps2"
"Cnr1"
"Col25a1"
"Gm48261"
"Gm37980"
"Necab1"
"Egln3"
"Spx"
"Gldn"
"Krt73"
"Htr7"
"Peg10"
"Gm47024"
"Rwdd3"
"Crabp1"
"Serpina12"
"Slc10a4"
"Sln"
"Clnk"
"Gm48262"
"Atp6v1g1"
"Gm43210"
"Rgs12"
"Gm56620"
"4930526F13Rik"
"Serpina3c"
"Gm38104"
"Gm37437"
"Gm11837"
"Bglap2"
"Marchf3"
"Gm47026"
"Cxcl14"
