"Gene"
"Cacng3"
"ENSMUSG00000121908"
"Atp1a1"
"Rtn4rl1"
"Fkbp1a"
"Sowaha"
"Wnt10a"
"Rab40b"
"Fcho1"
"Myh7"
"Acot5"
"Frzb"
"B230216N24Rik"
"Pdp1"
"Ppp3ca"
"Tmem215"
"Psrc1"
"Gm12371"
"Clxn"
"Plk5"
"Cux2"
"Gpr88"
"Rilpl1"
"Gm42864"
"Igfn1"
"Tsnax"
"Robo3"
"Rnf207"
"Kcnh4"
"Mhrt"
"Gm56511"
"Rskr"
"Gm10421"
"Rps6ka2"
"Greb1l"
"Otof"
"Strip2"
"Tmem114"
"Arr3"
"Gm3948"
"Dact2"
"Fst"
"Adrb3"
"Ebf2"
"Gm42865"
"Lrg1"
"Gm21814"
"Gm34574"
"Apoh"
"Evc2"
"Col6a4"
"2700069I18Rik"
"Gm56918"
"Pkp2"
"Stat4"
"Mdga1"
"Hmmr"
"Gm50376"
"Ppp1r36"
"Melk"
"Aldh1a3"
"Gm35835"
"Smarca2"
"Myh14"
"Wfs1"
"Chst1"
"Capsl"
"Spag5"
"Ankrd6"
"Mapk4"
