"Gene"
"Camkv"
"Myl4"
"Plcxd2"
"Tshz2"
"Gpr39"
"Lypd1"
"Lhfpl5"
"Abi3bp"
"Trhr"
"Vwc2l"
"Ly6g6e"
"Sec62"
"Gm17634"
"Grm4"
"9330158H04Rik"
"Myzap"
"Gm34294"
"Slc17a8"
"Mirt1"
"Dkk2"
"Trpc3"
"Efr3a"
"Avpr1a"
"Gm57443"
"Gm5454"
"AW495222"
"Nlrp6"
"Gm36543"
"Gm9767"
"Mc3r"
"Dmgdh"
"Mst1r"
"Sdc1"
"Slc39a5"
"Mki67"
"Gm46120"
"Col24a1"
"Frmpd2"
"Gm19461"
"Ascl1"
"Gm4779"
"Etv1"
"Unc13b"
"Ube3d"
"Htr4"
"Cdhr1"
"Il11ra1"
"Gm49975"
"Abca15"
"Zp2"
"Stard5"
"Gm43948"
"Krt26"
"Arid3c"
"Adcy2"
"Slc15a5"
"Kremen1"
"Gm14455"
"Prlr"
"Scarna2"
"Sla2"
"Hlf"
"Tbc1d23"
