"Gene"
"Ndnf"
"Trp73"
"Clstn2"
"Nhlh2"
"Reln"
"Robo2"
"Lhx5as1"
"Lhx1os"
"Shisal2b"
"Bri3"
"Thsd7b"
"Gm49027"
"Ankrd35"
"Ebf3"
"Pou6f2"
"Cd274"
"Rec114"
"Lhx5"
"Igsf9"
"Kcnj5"
"Znrf2"
"Maml3"
"Cacna2d2"
"Eln"
"Gm28876"
"Trp73os"
"Gdf5"
"Gm36043"
"G730013B05Rik"
"Lhx1"
"Gcgr"
"Plek2"
"Lrig3"
"Gm44156"
"Gm25394"
"Aox4"
"Dmrt3"
"Diablo"
"Samd3"
"Cxcr4"
"Vmn2r1"
"Snora30"
"Zfp608"
"Dmrta2os"
"Gm39326"
"Kif24"
"E330013P04Rik"
"Gm12279"
"Ramp1"
"Gm37738"
"Gas5"
"Daam1"
"Gm11510"
"Hnrnpu"
