"Gene"
"Ttc9b"
"Trbc2"
"Rprm"
"Garnl3"
"Krt80"
"Foxp2"
"Obscn"
"Ighm"
"Syt6"
"Gm38299"
"Gm10635"
"Prss3l"
"Ly6d"
"H60b"
"Urah"
"Lmo1"
"Ceacam9"
"Aldh3a1"
"Cabp5"
"Gm13391"
"Gm39377"
"C330002G04Rik"
